OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
Afstemning - 9. Øst;Før 1850;Antal bygninger;1991;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;1992;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;1995;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;1996;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;1997;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2001;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2002;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2003;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2004;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2005;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2006;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2007;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2008;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2009;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2010;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2011;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2012;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2013;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2014;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2015;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2016;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2017;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2018;1
Afstemning - 9. Øst;Før 1850;Antal bygninger;2019;3
Afstemning - 9. Øst;Før 1850;Antal bygninger;2020;4
Afstemning - 9. Øst;Før 1850;Antal bygninger;2021;4
Afstemning - 9. Øst;Før 1850;Antal bygninger;2022;4
Afstemning - 9. Øst;Før 1850;Antal bygninger;2023;4
Afstemning - 9. Vest;Før 1850;Antal bygninger;1991;3
Afstemning - 9. Vest;Før 1850;Antal bygninger;1992;3
Afstemning - 9. Vest;Før 1850;Antal bygninger;1995;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;1996;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;1997;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2001;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2002;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2003;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2004;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2005;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;2006;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;2007;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;2008;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;2009;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;2010;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;2011;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;2012;5
Afstemning - 9. Vest;Før 1850;Antal bygninger;2013;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2014;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2015;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2016;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2017;6
Afstemning - 9. Vest;Før 1850;Antal bygninger;2018;8
Afstemning - 9. Vest;Før 1850;Antal bygninger;2019;11
Afstemning - 9. Vest;Før 1850;Antal bygninger;2020;11
Afstemning - 9. Vest;Før 1850;Antal bygninger;2021;11
Afstemning - 9. Vest;Før 1850;Antal bygninger;2022;11
Afstemning - 9. Vest;Før 1850;Antal bygninger;2023;11
Afstemning - 9. Midt;Før 1850;Antal bygninger;1991;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;1992;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;1995;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;1996;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;1997;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2001;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2002;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2003;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2004;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2005;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2006;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2007;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2008;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2009;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2010;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2011;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2012;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2013;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2014;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2015;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2016;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2017;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2018;0
Afstemning - 9. Midt;Før 1850;Antal bygninger;2019;4
Afstemning - 9. Midt;Før 1850;Antal bygninger;2020;3
Afstemning - 9. Midt;Før 1850;Antal bygninger;2021;3
Afstemning - 9. Midt;Før 1850;Antal bygninger;2022;3
Afstemning - 9. Midt;Før 1850;Antal bygninger;2023;3
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;1991;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;1992;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;1995;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;1996;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;1997;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2001;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2002;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2003;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2004;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2005;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2006;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2007;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2008;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2009;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2010;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2011;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2012;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2013;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2014;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2015;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2016;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2017;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2018;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2019;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2020;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2021;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2022;0
Afstemning - 9. Sydhavn;Før 1850;Antal bygninger;2023;0
Indre By - Middelalderbyen;Før 1850;Antal bygninger;1991;937
Indre By - Middelalderbyen;Før 1850;Antal bygninger;1992;939
Indre By - Middelalderbyen;Før 1850;Antal bygninger;1995;940
Indre By - Middelalderbyen;Før 1850;Antal bygninger;1996;937
Indre By - Middelalderbyen;Før 1850;Antal bygninger;1997;933
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2001;935
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2002;936
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2003;936
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2004;931
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2005;929
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2006;928
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2007;924
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2008;921
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2009;922
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2010;922
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2011;923
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2012;914
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2013;915
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2014;922
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2015;918
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2016;916
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2017;922
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2018;920
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2019;920
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2020;923
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2021;924
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2022;924
Indre By - Middelalderbyen;Før 1850;Antal bygninger;2023;924
Indre By - Metropolzonen;Før 1850;Antal bygninger;1991;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;1992;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;1995;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;1996;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;1997;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2001;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2002;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2003;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2004;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2005;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2006;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2007;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2008;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2009;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2010;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2011;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2012;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2013;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2014;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2015;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2016;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2017;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2018;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2019;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2020;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2021;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2022;2
Indre By - Metropolzonen;Før 1850;Antal bygninger;2023;2
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;1991;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;1992;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;1995;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;1996;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;1997;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2001;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2002;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2003;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2004;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2005;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2006;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2007;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2008;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2009;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2010;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2011;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2012;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2013;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2014;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2015;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2016;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2017;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2018;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2019;0
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2020;2
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2021;2
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2022;2
Indre By - Nansensgade-kvarteret;Før 1850;Antal bygninger;2023;2
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;1991;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;1992;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;1995;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;1996;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;1997;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2001;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2002;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2003;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2004;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2005;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2006;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2007;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2008;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2009;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2010;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2011;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2012;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2013;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2014;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2015;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2016;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2017;0
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2018;20
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2019;20
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2020;22
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2021;22
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2022;21
Indre By - Øster Farimagsgade-kvarteret;Før 1850;Antal bygninger;2023;21
Indre By - Østerport;Før 1850;Antal bygninger;1991;28
Indre By - Østerport;Før 1850;Antal bygninger;1992;28
Indre By - Østerport;Før 1850;Antal bygninger;1995;28
Indre By - Østerport;Før 1850;Antal bygninger;1996;28
Indre By - Østerport;Før 1850;Antal bygninger;1997;28
Indre By - Østerport;Før 1850;Antal bygninger;2001;28
Indre By - Østerport;Før 1850;Antal bygninger;2002;28
Indre By - Østerport;Før 1850;Antal bygninger;2003;28
Indre By - Østerport;Før 1850;Antal bygninger;2004;28
Indre By - Østerport;Før 1850;Antal bygninger;2005;28
Indre By - Østerport;Før 1850;Antal bygninger;2006;28
Indre By - Østerport;Før 1850;Antal bygninger;2007;28
Indre By - Østerport;Før 1850;Antal bygninger;2008;28
Indre By - Østerport;Før 1850;Antal bygninger;2009;28
Indre By - Østerport;Før 1850;Antal bygninger;2010;28
Indre By - Østerport;Før 1850;Antal bygninger;2011;28
Indre By - Østerport;Før 1850;Antal bygninger;2012;3
Indre By - Østerport;Før 1850;Antal bygninger;2013;8
Indre By - Østerport;Før 1850;Antal bygninger;2014;28
Indre By - Østerport;Før 1850;Antal bygninger;2015;28
Indre By - Østerport;Før 1850;Antal bygninger;2016;28
Indre By - Østerport;Før 1850;Antal bygninger;2017;28
Indre By - Østerport;Før 1850;Antal bygninger;2018;4
Indre By - Østerport;Før 1850;Antal bygninger;2019;5
Indre By - Østerport;Før 1850;Antal bygninger;2020;5
Indre By - Østerport;Før 1850;Antal bygninger;2021;8
Indre By - Østerport;Før 1850;Antal bygninger;2022;8
Indre By - Østerport;Før 1850;Antal bygninger;2023;8
Indre By - Frederiksstaden;Før 1850;Antal bygninger;1991;314
Indre By - Frederiksstaden;Før 1850;Antal bygninger;1992;313
Indre By - Frederiksstaden;Før 1850;Antal bygninger;1995;309
Indre By - Frederiksstaden;Før 1850;Antal bygninger;1996;305
Indre By - Frederiksstaden;Før 1850;Antal bygninger;1997;308
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2001;310
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2002;308
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2003;292
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2004;295
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2005;295
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2006;294
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2007;302
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2008;302
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2009;303
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2010;302
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2011;304
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2012;262
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2013;301
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2014;321
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2015;335
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2016;327
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2017;328
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2018;330
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2019;332
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2020;332
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2021;333
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2022;333
Indre By - Frederiksstaden;Før 1850;Antal bygninger;2023;333
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;1991;118
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;1992;118
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;1995;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;1996;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;1997;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2001;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2002;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2003;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2004;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2005;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2006;121
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2007;117
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2008;117
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2009;117
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2010;117
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2011;118
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2012;118
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2013;117
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2014;114
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2015;115
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2016;115
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2017;116
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2018;116
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2019;116
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2020;116
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2021;116
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2022;116
Indre By - Gammelholm og Nyhavn;Før 1850;Antal bygninger;2023;117
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;1991;105
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;1992;103
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;1995;103
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;1996;102
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;1997;102
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2001;102
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2002;102
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2003;102
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2004;101
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2005;101
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2006;101
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2007;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2008;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2009;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2010;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2011;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2012;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2013;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2014;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2015;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2016;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2017;100
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2018;99
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2019;99
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2020;99
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2021;99
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2022;99
Christianshavn - Neden Vandet;Før 1850;Antal bygninger;2023;99
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;1991;74
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;1992;76
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;1995;77
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;1996;77
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;1997;77
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2001;77
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2002;77
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2003;78
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2004;78
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2005;78
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2006;94
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2007;94
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2008;94
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2009;94
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2010;94
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2011;94
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2012;90
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2013;94
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2014;92
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2015;92
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2016;92
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2017;94
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2018;96
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2019;96
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2020;96
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2021;96
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2022;96
Christianshavn - Oven Vandet;Før 1850;Antal bygninger;2023;96
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;1991;31
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;1992;31
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;1995;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;1996;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;1997;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2001;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2002;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2003;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2004;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2005;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2006;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2007;32
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2008;51
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2009;51
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2010;51
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2011;51
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2012;36
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2013;36
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2014;51
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2015;51
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2016;51
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2017;51
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2018;41
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2019;43
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2020;43
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2021;40
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2022;40
Christianshavn - Holmen og Refshaleøen;Før 1850;Antal bygninger;2023;40
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;1991;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;1992;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;1995;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;1996;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;1997;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;2001;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;2002;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;2003;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;2004;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;2005;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;2006;0
Østerbro - Nord/Komponistkvarteret;Før 1850;Antal bygninger;2007;0
