OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
Afstemning - 5. Nordvest;Før 1850;Antal bygninger;2023;4
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;1991;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;1992;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;1995;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;1996;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;1997;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2001;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2002;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2003;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2004;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2005;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2006;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2007;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2008;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2009;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2010;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2011;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2012;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2013;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2014;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2015;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2016;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2017;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2018;0
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2019;8
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2020;10
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2021;7
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2022;7
Afstemning - 6. Bispebjerg;Før 1850;Antal bygninger;2023;7
Afstemning - 6. Vest;Før 1850;Antal bygninger;1991;3
Afstemning - 6. Vest;Før 1850;Antal bygninger;1992;3
Afstemning - 6. Vest;Før 1850;Antal bygninger;1995;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;1996;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;1997;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2001;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2002;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2003;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2004;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2005;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2006;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2007;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2008;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2009;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2010;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2011;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2012;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2013;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2014;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2015;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2016;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2017;2
Afstemning - 6. Vest;Før 1850;Antal bygninger;2018;17
Afstemning - 6. Vest;Før 1850;Antal bygninger;2019;20
Afstemning - 6. Vest;Før 1850;Antal bygninger;2020;20
Afstemning - 6. Vest;Før 1850;Antal bygninger;2021;21
Afstemning - 6. Vest;Før 1850;Antal bygninger;2022;21
Afstemning - 6. Vest;Før 1850;Antal bygninger;2023;22
Afstemning - 6. Nord;Før 1850;Antal bygninger;1991;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;1992;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;1995;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;1996;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;1997;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2001;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2002;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2003;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2004;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2005;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2006;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2007;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2008;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2009;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2010;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2011;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2012;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2013;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2014;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2015;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2016;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2017;0
Afstemning - 6. Nord;Før 1850;Antal bygninger;2018;76
Afstemning - 6. Nord;Før 1850;Antal bygninger;2019;74
Afstemning - 6. Nord;Før 1850;Antal bygninger;2020;76
Afstemning - 6. Nord;Før 1850;Antal bygninger;2021;76
Afstemning - 6. Nord;Før 1850;Antal bygninger;2022;98
Afstemning - 6. Nord;Før 1850;Antal bygninger;2023;98
Afstemning - 6. Øst;Før 1850;Antal bygninger;1991;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;1992;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;1995;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;1996;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;1997;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2001;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2002;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2003;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2004;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2005;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2006;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2007;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2008;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2009;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2010;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2011;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2012;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2013;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2014;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2015;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2016;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2017;0
Afstemning - 6. Øst;Før 1850;Antal bygninger;2018;20
Afstemning - 6. Øst;Før 1850;Antal bygninger;2019;22
Afstemning - 6. Øst;Før 1850;Antal bygninger;2020;24
Afstemning - 6. Øst;Før 1850;Antal bygninger;2021;24
Afstemning - 6. Øst;Før 1850;Antal bygninger;2022;24
Afstemning - 6. Øst;Før 1850;Antal bygninger;2023;24
Afstemning - 6. Syd;Før 1850;Antal bygninger;1991;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;1992;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;1995;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;1996;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;1997;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2001;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2002;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2003;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2004;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2005;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2006;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2007;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2008;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2009;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2010;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2011;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2012;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2013;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2014;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2015;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2016;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2017;0
Afstemning - 6. Syd;Før 1850;Antal bygninger;2018;4
Afstemning - 6. Syd;Før 1850;Antal bygninger;2019;10
Afstemning - 6. Syd;Før 1850;Antal bygninger;2020;11
Afstemning - 6. Syd;Før 1850;Antal bygninger;2021;12
Afstemning - 6. Syd;Før 1850;Antal bygninger;2022;12
Afstemning - 6. Syd;Før 1850;Antal bygninger;2023;12
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;1991;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;1992;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;1995;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;1996;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;1997;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2001;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2002;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2003;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2004;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2005;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2006;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2007;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2008;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2009;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2010;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2011;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2012;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2013;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2014;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2015;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2016;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2017;0
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2018;271
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2019;271
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2020;267
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2021;265
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2022;261
Afstemning - 7. Brønshøj;Før 1850;Antal bygninger;2023;250
Afstemning - 7. Nord;Før 1850;Antal bygninger;1991;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;1992;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;1995;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;1996;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;1997;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2001;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2002;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2003;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2004;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2005;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2006;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2007;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2008;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2009;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2010;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2011;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2012;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2013;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2014;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2015;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2016;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2017;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2018;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2019;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2020;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2021;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2022;0
Afstemning - 7. Nord;Før 1850;Antal bygninger;2023;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;1991;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;1992;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;1995;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;1996;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;1997;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2001;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2002;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2003;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2004;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2005;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2006;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2007;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2008;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2009;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2010;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2011;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2012;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2013;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2014;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2015;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2016;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2017;0
Afstemning - 7. Syd;Før 1850;Antal bygninger;2018;244
Afstemning - 7. Syd;Før 1850;Antal bygninger;2019;248
Afstemning - 7. Syd;Før 1850;Antal bygninger;2020;245
Afstemning - 7. Syd;Før 1850;Antal bygninger;2021;243
Afstemning - 7. Syd;Før 1850;Antal bygninger;2022;241
Afstemning - 7. Syd;Før 1850;Antal bygninger;2023;243
Afstemning - 7. Øst;Før 1850;Antal bygninger;1991;2
Afstemning - 7. Øst;Før 1850;Antal bygninger;1992;2
Afstemning - 7. Øst;Før 1850;Antal bygninger;1995;2
Afstemning - 7. Øst;Før 1850;Antal bygninger;1996;2
Afstemning - 7. Øst;Før 1850;Antal bygninger;1997;2
Afstemning - 7. Øst;Før 1850;Antal bygninger;2001;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2002;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2003;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2004;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2005;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2006;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2007;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2008;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2009;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2010;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2011;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2012;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2013;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2014;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2015;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2016;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2017;4
Afstemning - 7. Øst;Før 1850;Antal bygninger;2018;265
Afstemning - 7. Øst;Før 1850;Antal bygninger;2019;263
Afstemning - 7. Øst;Før 1850;Antal bygninger;2020;262
Afstemning - 7. Øst;Før 1850;Antal bygninger;2021;262
Afstemning - 7. Øst;Før 1850;Antal bygninger;2022;265
Afstemning - 7. Øst;Før 1850;Antal bygninger;2023;262
Afstemning - 7. Vest;Før 1850;Antal bygninger;1991;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;1992;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;1995;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;1996;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;1997;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2001;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2002;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2003;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2004;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2005;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2006;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2007;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2008;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2009;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2010;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2011;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2012;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2013;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2014;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2015;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2016;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2017;0
Afstemning - 7. Vest;Før 1850;Antal bygninger;2018;261
Afstemning - 7. Vest;Før 1850;Antal bygninger;2019;269
Afstemning - 7. Vest;Før 1850;Antal bygninger;2020;272
Afstemning - 7. Vest;Før 1850;Antal bygninger;2021;269
Afstemning - 7. Vest;Før 1850;Antal bygninger;2022;263
Afstemning - 7. Vest;Før 1850;Antal bygninger;2023;254
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;1991;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;1992;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;1995;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;1996;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;1997;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2001;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2002;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2003;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2004;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2005;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2006;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2007;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2008;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2009;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2010;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2011;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2012;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2013;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2014;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2015;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2016;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2017;0
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2018;848
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2019;838
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2020;841
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2021;831
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2022;824
Afstemning - 7. Nordvest;Før 1850;Antal bygninger;2023;809
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;1991;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;1992;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;1995;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;1996;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;1997;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2001;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2002;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2003;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2004;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2005;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2006;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2007;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2008;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2009;0
Afstemning - 7. Katrinedal;Før 1850;Antal bygninger;2010;0
