OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
Afstemning - 1. Vest;1850-1899;Antal bygninger;2001;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2002;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2003;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2004;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2005;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2006;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2007;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2008;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2009;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2010;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2011;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2012;21
Afstemning - 1. Vest;1850-1899;Antal bygninger;2013;21
Afstemning - 1. Vest;1850-1899;Antal bygninger;2014;21
Afstemning - 1. Vest;1850-1899;Antal bygninger;2015;21
Afstemning - 1. Vest;1850-1899;Antal bygninger;2016;21
Afstemning - 1. Vest;1850-1899;Antal bygninger;2017;20
Afstemning - 1. Vest;1850-1899;Antal bygninger;2018;18
Afstemning - 1. Vest;1850-1899;Antal bygninger;2019;18
Afstemning - 1. Vest;1850-1899;Antal bygninger;2020;18
Afstemning - 1. Vest;1850-1899;Antal bygninger;2021;18
Afstemning - 1. Vest;1850-1899;Antal bygninger;2022;18
Afstemning - 1. Vest;1850-1899;Antal bygninger;2023;18
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;1991;345
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;1992;344
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;1995;342
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;1996;342
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;1997;342
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2001;339
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2002;339
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2003;340
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2004;339
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2005;338
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2006;338
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2007;338
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2008;338
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2009;337
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2010;337
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2011;337
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2012;322
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2013;326
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2014;333
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2015;332
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2016;332
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2017;332
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2018;321
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2019;321
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2020;332
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2021;332
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2022;320
Afstemning - 1. Nordvest;1850-1899;Antal bygninger;2023;320
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;1991;63
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;1992;67
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;1995;67
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;1996;76
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;1997;74
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2001;77
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2002;77
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2003;77
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2004;77
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2005;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2006;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2007;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2008;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2009;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2010;70
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2011;70
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2012;70
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2013;70
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2014;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2015;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2016;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2017;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2018;72
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2019;73
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2020;73
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2021;73
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2022;73
Afstemning - 2. Sundbyvester;1850-1899;Antal bygninger;2023;73
Afstemning - 2. Nord;1850-1899;Antal bygninger;1991;132
Afstemning - 2. Nord;1850-1899;Antal bygninger;1992;132
Afstemning - 2. Nord;1850-1899;Antal bygninger;1995;123
Afstemning - 2. Nord;1850-1899;Antal bygninger;1996;127
Afstemning - 2. Nord;1850-1899;Antal bygninger;1997;136
Afstemning - 2. Nord;1850-1899;Antal bygninger;2001;131
Afstemning - 2. Nord;1850-1899;Antal bygninger;2002;131
Afstemning - 2. Nord;1850-1899;Antal bygninger;2003;132
Afstemning - 2. Nord;1850-1899;Antal bygninger;2004;131
Afstemning - 2. Nord;1850-1899;Antal bygninger;2005;131
Afstemning - 2. Nord;1850-1899;Antal bygninger;2006;130
Afstemning - 2. Nord;1850-1899;Antal bygninger;2007;124
Afstemning - 2. Nord;1850-1899;Antal bygninger;2008;120
Afstemning - 2. Nord;1850-1899;Antal bygninger;2009;119
Afstemning - 2. Nord;1850-1899;Antal bygninger;2010;119
Afstemning - 2. Nord;1850-1899;Antal bygninger;2011;119
Afstemning - 2. Nord;1850-1899;Antal bygninger;2012;120
Afstemning - 2. Nord;1850-1899;Antal bygninger;2013;119
Afstemning - 2. Nord;1850-1899;Antal bygninger;2014;119
Afstemning - 2. Nord;1850-1899;Antal bygninger;2015;119
Afstemning - 2. Nord;1850-1899;Antal bygninger;2016;118
Afstemning - 2. Nord;1850-1899;Antal bygninger;2017;120
Afstemning - 2. Nord;1850-1899;Antal bygninger;2018;120
Afstemning - 2. Nord;1850-1899;Antal bygninger;2019;117
Afstemning - 2. Nord;1850-1899;Antal bygninger;2020;117
Afstemning - 2. Nord;1850-1899;Antal bygninger;2021;115
Afstemning - 2. Nord;1850-1899;Antal bygninger;2022;115
Afstemning - 2. Nord;1850-1899;Antal bygninger;2023;113
Afstemning - 2. Syd;1850-1899;Antal bygninger;1991;3
Afstemning - 2. Syd;1850-1899;Antal bygninger;1992;5
Afstemning - 2. Syd;1850-1899;Antal bygninger;1995;2
Afstemning - 2. Syd;1850-1899;Antal bygninger;1996;2
Afstemning - 2. Syd;1850-1899;Antal bygninger;1997;2
Afstemning - 2. Syd;1850-1899;Antal bygninger;2001;2
Afstemning - 2. Syd;1850-1899;Antal bygninger;2002;2
Afstemning - 2. Syd;1850-1899;Antal bygninger;2003;2
Afstemning - 2. Syd;1850-1899;Antal bygninger;2004;2
Afstemning - 2. Syd;1850-1899;Antal bygninger;2005;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2006;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2007;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2008;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2009;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2010;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2011;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2012;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2013;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2014;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2015;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2016;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2017;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2018;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2019;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2020;1
Afstemning - 2. Syd;1850-1899;Antal bygninger;2021;0
Afstemning - 2. Syd;1850-1899;Antal bygninger;2022;0
Afstemning - 2. Syd;1850-1899;Antal bygninger;2023;0
Afstemning - 2. Øst;1850-1899;Antal bygninger;1991;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;1992;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;1995;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;1996;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;1997;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2001;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2002;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2003;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2004;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2005;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2006;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2007;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2008;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2009;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2010;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2011;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2012;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2013;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2014;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2015;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2016;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2017;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2018;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2019;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2020;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2021;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2022;1
Afstemning - 2. Øst;1850-1899;Antal bygninger;2023;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;1991;2
Afstemning - 2. Vest;1850-1899;Antal bygninger;1992;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;1995;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;1996;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;1997;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2001;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2002;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2003;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2004;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2005;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2006;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2007;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2008;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2009;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2010;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2011;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2012;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2013;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2014;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2015;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2016;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2017;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2018;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2019;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2020;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2021;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2022;1
Afstemning - 2. Vest;1850-1899;Antal bygninger;2023;1
Afstemning - 3. Indre By;1850-1899;Antal bygninger;1991;625
Afstemning - 3. Indre By;1850-1899;Antal bygninger;1992;623
Afstemning - 3. Indre By;1850-1899;Antal bygninger;1995;621
Afstemning - 3. Indre By;1850-1899;Antal bygninger;1996;618
Afstemning - 3. Indre By;1850-1899;Antal bygninger;1997;617
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2001;604
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2002;603
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2003;602
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2004;598
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2005;572
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2006;570
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2007;555
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2008;555
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2009;553
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2010;552
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2011;549
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2012;550
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2013;550
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2014;547
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2015;546
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2016;546
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2017;545
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2018;542
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2019;542
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2020;541
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2021;542
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2022;541
Afstemning - 3. Indre By;1850-1899;Antal bygninger;2023;541
Afstemning - 3. Nord;1850-1899;Antal bygninger;1991;848
Afstemning - 3. Nord;1850-1899;Antal bygninger;1992;845
Afstemning - 3. Nord;1850-1899;Antal bygninger;1995;850
Afstemning - 3. Nord;1850-1899;Antal bygninger;1996;849
Afstemning - 3. Nord;1850-1899;Antal bygninger;1997;849
Afstemning - 3. Nord;1850-1899;Antal bygninger;2001;847
Afstemning - 3. Nord;1850-1899;Antal bygninger;2002;847
Afstemning - 3. Nord;1850-1899;Antal bygninger;2003;846
Afstemning - 3. Nord;1850-1899;Antal bygninger;2004;847
Afstemning - 3. Nord;1850-1899;Antal bygninger;2005;843
Afstemning - 3. Nord;1850-1899;Antal bygninger;2006;838
Afstemning - 3. Nord;1850-1899;Antal bygninger;2007;838
Afstemning - 3. Nord;1850-1899;Antal bygninger;2008;838
Afstemning - 3. Nord;1850-1899;Antal bygninger;2009;838
Afstemning - 3. Nord;1850-1899;Antal bygninger;2010;838
Afstemning - 3. Nord;1850-1899;Antal bygninger;2011;839
Afstemning - 3. Nord;1850-1899;Antal bygninger;2012;839
Afstemning - 3. Nord;1850-1899;Antal bygninger;2013;838
Afstemning - 3. Nord;1850-1899;Antal bygninger;2014;835
Afstemning - 3. Nord;1850-1899;Antal bygninger;2015;834
Afstemning - 3. Nord;1850-1899;Antal bygninger;2016;836
Afstemning - 3. Nord;1850-1899;Antal bygninger;2017;836
Afstemning - 3. Nord;1850-1899;Antal bygninger;2018;836
Afstemning - 3. Nord;1850-1899;Antal bygninger;2019;836
Afstemning - 3. Nord;1850-1899;Antal bygninger;2020;837
Afstemning - 3. Nord;1850-1899;Antal bygninger;2021;837
Afstemning - 3. Nord;1850-1899;Antal bygninger;2022;838
Afstemning - 3. Nord;1850-1899;Antal bygninger;2023;837
Afstemning - 3. Syd;1850-1899;Antal bygninger;1991;145
Afstemning - 3. Syd;1850-1899;Antal bygninger;1992;144
Afstemning - 3. Syd;1850-1899;Antal bygninger;1995;144
Afstemning - 3. Syd;1850-1899;Antal bygninger;1996;143
Afstemning - 3. Syd;1850-1899;Antal bygninger;1997;137
Afstemning - 3. Syd;1850-1899;Antal bygninger;2001;139
Afstemning - 3. Syd;1850-1899;Antal bygninger;2002;152
Afstemning - 3. Syd;1850-1899;Antal bygninger;2003;145
Afstemning - 3. Syd;1850-1899;Antal bygninger;2004;147
Afstemning - 3. Syd;1850-1899;Antal bygninger;2005;147
Afstemning - 3. Syd;1850-1899;Antal bygninger;2006;206
Afstemning - 3. Syd;1850-1899;Antal bygninger;2007;205
Afstemning - 3. Syd;1850-1899;Antal bygninger;2008;204
Afstemning - 3. Syd;1850-1899;Antal bygninger;2009;203
Afstemning - 3. Syd;1850-1899;Antal bygninger;2010;201
Afstemning - 3. Syd;1850-1899;Antal bygninger;2011;201
Afstemning - 3. Syd;1850-1899;Antal bygninger;2012;193
Afstemning - 3. Syd;1850-1899;Antal bygninger;2013;195
Afstemning - 3. Syd;1850-1899;Antal bygninger;2014;203
Afstemning - 3. Syd;1850-1899;Antal bygninger;2015;203
Afstemning - 3. Syd;1850-1899;Antal bygninger;2016;200
Afstemning - 3. Syd;1850-1899;Antal bygninger;2017;204
Afstemning - 3. Syd;1850-1899;Antal bygninger;2018;199
Afstemning - 3. Syd;1850-1899;Antal bygninger;2019;199
Afstemning - 3. Syd;1850-1899;Antal bygninger;2020;198
Afstemning - 3. Syd;1850-1899;Antal bygninger;2021;197
Afstemning - 3. Syd;1850-1899;Antal bygninger;2022;197
Afstemning - 3. Syd;1850-1899;Antal bygninger;2023;197
Afstemning - 3. Øst;1850-1899;Antal bygninger;1991;628
Afstemning - 3. Øst;1850-1899;Antal bygninger;1992;625
Afstemning - 3. Øst;1850-1899;Antal bygninger;1995;623
Afstemning - 3. Øst;1850-1899;Antal bygninger;1996;623
Afstemning - 3. Øst;1850-1899;Antal bygninger;1997;617
Afstemning - 3. Øst;1850-1899;Antal bygninger;2001;618
Afstemning - 3. Øst;1850-1899;Antal bygninger;2002;618
Afstemning - 3. Øst;1850-1899;Antal bygninger;2003;620
Afstemning - 3. Øst;1850-1899;Antal bygninger;2004;622
Afstemning - 3. Øst;1850-1899;Antal bygninger;2005;619
Afstemning - 3. Øst;1850-1899;Antal bygninger;2006;617
Afstemning - 3. Øst;1850-1899;Antal bygninger;2007;611
Afstemning - 3. Øst;1850-1899;Antal bygninger;2008;609
Afstemning - 3. Øst;1850-1899;Antal bygninger;2009;607
Afstemning - 3. Øst;1850-1899;Antal bygninger;2010;607
Afstemning - 3. Øst;1850-1899;Antal bygninger;2011;605
Afstemning - 3. Øst;1850-1899;Antal bygninger;2012;600
Afstemning - 3. Øst;1850-1899;Antal bygninger;2013;604
Afstemning - 3. Øst;1850-1899;Antal bygninger;2014;604
Afstemning - 3. Øst;1850-1899;Antal bygninger;2015;605
Afstemning - 3. Øst;1850-1899;Antal bygninger;2016;612
Afstemning - 3. Øst;1850-1899;Antal bygninger;2017;619
Afstemning - 3. Øst;1850-1899;Antal bygninger;2018;616
Afstemning - 3. Øst;1850-1899;Antal bygninger;2019;612
Afstemning - 3. Øst;1850-1899;Antal bygninger;2020;614
Afstemning - 3. Øst;1850-1899;Antal bygninger;2021;614
Afstemning - 3. Øst;1850-1899;Antal bygninger;2022;616
Afstemning - 3. Øst;1850-1899;Antal bygninger;2023;616
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;1991;140
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;1992;133
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;1995;133
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;1996;128
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;1997;129
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2001;124
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2002;124
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2003;120
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2004;121
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2005;119
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2006;119
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2007;117
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2008;117
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2009;117
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2010;117
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2011;117
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2012;116
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2013;113
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2014;113
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2015;113
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2016;113
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2017;113
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2018;111
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2019;108
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2020;108
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2021;108
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2022;108
Afstemning - 4. Sundbyøster;1850-1899;Antal bygninger;2023;107
Afstemning - 4. Nord;1850-1899;Antal bygninger;1991;131
Afstemning - 4. Nord;1850-1899;Antal bygninger;1992;131
Afstemning - 4. Nord;1850-1899;Antal bygninger;1995;125
Afstemning - 4. Nord;1850-1899;Antal bygninger;1996;124
Afstemning - 4. Nord;1850-1899;Antal bygninger;1997;124
Afstemning - 4. Nord;1850-1899;Antal bygninger;2001;122
Afstemning - 4. Nord;1850-1899;Antal bygninger;2002;120
Afstemning - 4. Nord;1850-1899;Antal bygninger;2003;122
Afstemning - 4. Nord;1850-1899;Antal bygninger;2004;120
Afstemning - 4. Nord;1850-1899;Antal bygninger;2005;118
Afstemning - 4. Nord;1850-1899;Antal bygninger;2006;117
Afstemning - 4. Nord;1850-1899;Antal bygninger;2007;114
Afstemning - 4. Nord;1850-1899;Antal bygninger;2008;114
Afstemning - 4. Nord;1850-1899;Antal bygninger;2009;109
Afstemning - 4. Nord;1850-1899;Antal bygninger;2010;108
Afstemning - 4. Nord;1850-1899;Antal bygninger;2011;108
Afstemning - 4. Nord;1850-1899;Antal bygninger;2012;108
Afstemning - 4. Nord;1850-1899;Antal bygninger;2013;106
Afstemning - 4. Nord;1850-1899;Antal bygninger;2014;106
Afstemning - 4. Nord;1850-1899;Antal bygninger;2015;106
Afstemning - 4. Nord;1850-1899;Antal bygninger;2016;106
Afstemning - 4. Nord;1850-1899;Antal bygninger;2017;103
Afstemning - 4. Nord;1850-1899;Antal bygninger;2018;102
Afstemning - 4. Nord;1850-1899;Antal bygninger;2019;102
Afstemning - 4. Nord;1850-1899;Antal bygninger;2020;102
Afstemning - 4. Nord;1850-1899;Antal bygninger;2021;102
Afstemning - 4. Nord;1850-1899;Antal bygninger;2022;102
Afstemning - 4. Nord;1850-1899;Antal bygninger;2023;101
Afstemning - 4. Syd;1850-1899;Antal bygninger;1991;5
Afstemning - 4. Syd;1850-1899;Antal bygninger;1992;5
Afstemning - 4. Syd;1850-1899;Antal bygninger;1995;4
Afstemning - 4. Syd;1850-1899;Antal bygninger;1996;4
Afstemning - 4. Syd;1850-1899;Antal bygninger;1997;4
Afstemning - 4. Syd;1850-1899;Antal bygninger;2001;4
Afstemning - 4. Syd;1850-1899;Antal bygninger;2002;4
Afstemning - 4. Syd;1850-1899;Antal bygninger;2003;3
Afstemning - 4. Syd;1850-1899;Antal bygninger;2004;3
Afstemning - 4. Syd;1850-1899;Antal bygninger;2005;3
Afstemning - 4. Syd;1850-1899;Antal bygninger;2006;3
Afstemning - 4. Syd;1850-1899;Antal bygninger;2007;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2008;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2009;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2010;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2011;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2012;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2013;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2014;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2015;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2016;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2017;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2018;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2019;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2020;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2021;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2022;2
Afstemning - 4. Syd;1850-1899;Antal bygninger;2023;2
Afstemning - 4. Øst;1850-1899;Antal bygninger;1991;7
Afstemning - 4. Øst;1850-1899;Antal bygninger;1992;7
Afstemning - 4. Øst;1850-1899;Antal bygninger;1995;4
Afstemning - 4. Øst;1850-1899;Antal bygninger;1996;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;1997;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2001;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2002;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2003;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2004;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2005;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2006;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2007;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2008;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2009;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2010;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2011;10
Afstemning - 4. Øst;1850-1899;Antal bygninger;2012;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2013;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2014;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2015;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2016;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2017;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2018;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2019;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2020;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2021;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2022;8
Afstemning - 4. Øst;1850-1899;Antal bygninger;2023;6
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;1991;106
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;1992;105
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;1995;101
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;1996;100
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;1997;102
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2001;100
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2002;100
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2003;100
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2004;99
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2005;99
