OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2006;93
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2007;93
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2008;93
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2009;92
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2010;91
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2011;91
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2012;91
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2013;90
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2014;90
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2015;88
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2016;89
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2017;89
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2018;89
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2019;88
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2020;89
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2021;89
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2022;89
Afstemning - 5. Nørrebro;1850-1899;Antal bygninger;2023;89
Afstemning - 5. Nord;1850-1899;Antal bygninger;1991;40
Afstemning - 5. Nord;1850-1899;Antal bygninger;1992;40
Afstemning - 5. Nord;1850-1899;Antal bygninger;1995;36
Afstemning - 5. Nord;1850-1899;Antal bygninger;1996;35
Afstemning - 5. Nord;1850-1899;Antal bygninger;1997;35
Afstemning - 5. Nord;1850-1899;Antal bygninger;2001;35
Afstemning - 5. Nord;1850-1899;Antal bygninger;2002;34
Afstemning - 5. Nord;1850-1899;Antal bygninger;2003;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2004;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2005;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2006;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2007;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2008;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2009;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2010;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2011;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2012;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2013;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2014;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2015;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2016;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2017;33
Afstemning - 5. Nord;1850-1899;Antal bygninger;2018;31
Afstemning - 5. Nord;1850-1899;Antal bygninger;2019;32
Afstemning - 5. Nord;1850-1899;Antal bygninger;2020;31
Afstemning - 5. Nord;1850-1899;Antal bygninger;2021;31
Afstemning - 5. Nord;1850-1899;Antal bygninger;2022;31
Afstemning - 5. Nord;1850-1899;Antal bygninger;2023;31
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;1991;32
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;1992;32
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;1995;32
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;1996;32
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;1997;32
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2001;30
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2002;30
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2003;30
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2004;30
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2005;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2006;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2007;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2008;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2009;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2010;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2011;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2012;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2013;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2014;31
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2015;31
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2016;31
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2017;30
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2018;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2019;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2020;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2021;29
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2022;31
Afstemning - 5. Nørrebrohallen;1850-1899;Antal bygninger;2023;31
Afstemning - 5. Syd;1850-1899;Antal bygninger;1991;190
Afstemning - 5. Syd;1850-1899;Antal bygninger;1992;189
Afstemning - 5. Syd;1850-1899;Antal bygninger;1995;189
Afstemning - 5. Syd;1850-1899;Antal bygninger;1996;187
Afstemning - 5. Syd;1850-1899;Antal bygninger;1997;187
Afstemning - 5. Syd;1850-1899;Antal bygninger;2001;187
Afstemning - 5. Syd;1850-1899;Antal bygninger;2002;187
Afstemning - 5. Syd;1850-1899;Antal bygninger;2003;187
Afstemning - 5. Syd;1850-1899;Antal bygninger;2004;187
Afstemning - 5. Syd;1850-1899;Antal bygninger;2005;187
Afstemning - 5. Syd;1850-1899;Antal bygninger;2006;179
Afstemning - 5. Syd;1850-1899;Antal bygninger;2007;177
Afstemning - 5. Syd;1850-1899;Antal bygninger;2008;177
Afstemning - 5. Syd;1850-1899;Antal bygninger;2009;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2010;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2011;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2012;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2013;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2014;175
Afstemning - 5. Syd;1850-1899;Antal bygninger;2015;175
Afstemning - 5. Syd;1850-1899;Antal bygninger;2016;175
Afstemning - 5. Syd;1850-1899;Antal bygninger;2017;175
Afstemning - 5. Syd;1850-1899;Antal bygninger;2018;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2019;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2020;175
Afstemning - 5. Syd;1850-1899;Antal bygninger;2021;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2022;176
Afstemning - 5. Syd;1850-1899;Antal bygninger;2023;176
Afstemning - 5. Øst;1850-1899;Antal bygninger;1991;297
Afstemning - 5. Øst;1850-1899;Antal bygninger;1992;298
Afstemning - 5. Øst;1850-1899;Antal bygninger;1995;290
Afstemning - 5. Øst;1850-1899;Antal bygninger;1996;290
Afstemning - 5. Øst;1850-1899;Antal bygninger;1997;291
Afstemning - 5. Øst;1850-1899;Antal bygninger;2001;277
Afstemning - 5. Øst;1850-1899;Antal bygninger;2002;277
Afstemning - 5. Øst;1850-1899;Antal bygninger;2003;276
Afstemning - 5. Øst;1850-1899;Antal bygninger;2004;273
Afstemning - 5. Øst;1850-1899;Antal bygninger;2005;273
Afstemning - 5. Øst;1850-1899;Antal bygninger;2006;266
Afstemning - 5. Øst;1850-1899;Antal bygninger;2007;266
Afstemning - 5. Øst;1850-1899;Antal bygninger;2008;265
Afstemning - 5. Øst;1850-1899;Antal bygninger;2009;265
Afstemning - 5. Øst;1850-1899;Antal bygninger;2010;265
Afstemning - 5. Øst;1850-1899;Antal bygninger;2011;264
Afstemning - 5. Øst;1850-1899;Antal bygninger;2012;261
Afstemning - 5. Øst;1850-1899;Antal bygninger;2013;261
Afstemning - 5. Øst;1850-1899;Antal bygninger;2014;265
Afstemning - 5. Øst;1850-1899;Antal bygninger;2015;265
Afstemning - 5. Øst;1850-1899;Antal bygninger;2016;265
Afstemning - 5. Øst;1850-1899;Antal bygninger;2017;264
Afstemning - 5. Øst;1850-1899;Antal bygninger;2018;263
Afstemning - 5. Øst;1850-1899;Antal bygninger;2019;263
Afstemning - 5. Øst;1850-1899;Antal bygninger;2020;262
Afstemning - 5. Øst;1850-1899;Antal bygninger;2021;262
Afstemning - 5. Øst;1850-1899;Antal bygninger;2022;262
Afstemning - 5. Øst;1850-1899;Antal bygninger;2023;262
Afstemning - 5. Vest;1850-1899;Antal bygninger;1991;84
Afstemning - 5. Vest;1850-1899;Antal bygninger;1992;83
Afstemning - 5. Vest;1850-1899;Antal bygninger;1995;83
Afstemning - 5. Vest;1850-1899;Antal bygninger;1996;84
Afstemning - 5. Vest;1850-1899;Antal bygninger;1997;84
Afstemning - 5. Vest;1850-1899;Antal bygninger;2001;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2002;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2003;81
Afstemning - 5. Vest;1850-1899;Antal bygninger;2004;81
Afstemning - 5. Vest;1850-1899;Antal bygninger;2005;81
Afstemning - 5. Vest;1850-1899;Antal bygninger;2006;81
Afstemning - 5. Vest;1850-1899;Antal bygninger;2007;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2008;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2009;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2010;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2011;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2012;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2013;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2014;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2015;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2016;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2017;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2018;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2019;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2020;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2021;82
Afstemning - 5. Vest;1850-1899;Antal bygninger;2022;81
Afstemning - 5. Vest;1850-1899;Antal bygninger;2023;81
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;1991;106
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;1992;106
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;1995;106
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;1996;104
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;1997;104
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2001;104
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2002;104
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2003;104
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2004;103
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2005;103
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2006;99
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2007;99
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2008;97
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2009;95
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2010;95
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2011;93
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2012;93
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2013;92
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2014;91
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2015;91
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2016;91
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2017;91
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2018;90
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2019;90
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2020;90
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2021;90
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2022;90
Afstemning - 5. Nordvest;1850-1899;Antal bygninger;2023;90
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;1991;69
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;1992;69
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;1995;68
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;1996;68
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;1997;67
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2001;61
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2002;61
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2003;61
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2004;60
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2005;60
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2006;59
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2007;58
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2008;58
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2009;55
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2010;55
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2011;54
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2012;54
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2013;51
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2014;51
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2015;51
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2016;51
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2017;51
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2018;50
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2019;49
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2020;49
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2021;49
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2022;49
Afstemning - 6. Bispebjerg;1850-1899;Antal bygninger;2023;49
Afstemning - 6. Vest;1850-1899;Antal bygninger;1991;8
Afstemning - 6. Vest;1850-1899;Antal bygninger;1992;8
Afstemning - 6. Vest;1850-1899;Antal bygninger;1995;7
Afstemning - 6. Vest;1850-1899;Antal bygninger;1996;7
Afstemning - 6. Vest;1850-1899;Antal bygninger;1997;7
Afstemning - 6. Vest;1850-1899;Antal bygninger;2001;7
Afstemning - 6. Vest;1850-1899;Antal bygninger;2002;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2003;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2004;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2005;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2006;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2007;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2008;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2009;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2010;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2011;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2012;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2013;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2014;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2015;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2016;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2017;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2018;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2019;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2020;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2021;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2022;6
Afstemning - 6. Vest;1850-1899;Antal bygninger;2023;6
Afstemning - 6. Nord;1850-1899;Antal bygninger;1991;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;1992;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;1995;3
Afstemning - 6. Nord;1850-1899;Antal bygninger;1996;3
Afstemning - 6. Nord;1850-1899;Antal bygninger;1997;3
Afstemning - 6. Nord;1850-1899;Antal bygninger;2001;3
Afstemning - 6. Nord;1850-1899;Antal bygninger;2002;3
Afstemning - 6. Nord;1850-1899;Antal bygninger;2003;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2004;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2005;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2006;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2007;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2008;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2009;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2010;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2011;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2012;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2013;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2014;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2015;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2016;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2017;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2018;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2019;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2020;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2021;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2022;4
Afstemning - 6. Nord;1850-1899;Antal bygninger;2023;4
Afstemning - 6. Øst;1850-1899;Antal bygninger;1991;5
Afstemning - 6. Øst;1850-1899;Antal bygninger;1992;5
Afstemning - 6. Øst;1850-1899;Antal bygninger;1995;5
Afstemning - 6. Øst;1850-1899;Antal bygninger;1996;5
Afstemning - 6. Øst;1850-1899;Antal bygninger;1997;5
Afstemning - 6. Øst;1850-1899;Antal bygninger;2001;5
Afstemning - 6. Øst;1850-1899;Antal bygninger;2002;5
Afstemning - 6. Øst;1850-1899;Antal bygninger;2003;3
Afstemning - 6. Øst;1850-1899;Antal bygninger;2004;4
Afstemning - 6. Øst;1850-1899;Antal bygninger;2005;4
Afstemning - 6. Øst;1850-1899;Antal bygninger;2006;4
Afstemning - 6. Øst;1850-1899;Antal bygninger;2007;3
Afstemning - 6. Øst;1850-1899;Antal bygninger;2008;3
Afstemning - 6. Øst;1850-1899;Antal bygninger;2009;2
Afstemning - 6. Øst;1850-1899;Antal bygninger;2010;2
Afstemning - 6. Øst;1850-1899;Antal bygninger;2011;2
Afstemning - 6. Øst;1850-1899;Antal bygninger;2012;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2013;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2014;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2015;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2016;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2017;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2018;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2019;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2020;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2021;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2022;1
Afstemning - 6. Øst;1850-1899;Antal bygninger;2023;1
Afstemning - 6. Syd;1850-1899;Antal bygninger;1991;25
Afstemning - 6. Syd;1850-1899;Antal bygninger;1992;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;1995;26
Afstemning - 6. Syd;1850-1899;Antal bygninger;1996;26
Afstemning - 6. Syd;1850-1899;Antal bygninger;1997;26
Afstemning - 6. Syd;1850-1899;Antal bygninger;2001;26
Afstemning - 6. Syd;1850-1899;Antal bygninger;2002;26
Afstemning - 6. Syd;1850-1899;Antal bygninger;2003;26
Afstemning - 6. Syd;1850-1899;Antal bygninger;2004;26
Afstemning - 6. Syd;1850-1899;Antal bygninger;2005;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2006;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2007;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2008;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2009;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2010;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2011;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2012;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2013;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2014;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2015;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2016;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2017;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2018;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2019;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2020;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2021;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2022;24
Afstemning - 6. Syd;1850-1899;Antal bygninger;2023;24
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;1991;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;1992;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;1995;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;1996;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;1997;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2001;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2002;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2003;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2004;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2005;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2006;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2007;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2008;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2009;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2010;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2011;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2012;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2013;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2014;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2015;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2016;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2017;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2018;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2019;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2020;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2021;0
Afstemning - 7. Brønshøj;1850-1899;Antal bygninger;2022;0
